ESG Bond Type;Issue Year;Issued Amount (USD);TRBC Sector;
Green Bond;2021;434315000;Private Entity;
Green Bond;2021;671255000;Private Entity;
Green Bond;2021;3000000;Private Entity;
Green Bond;2021;86120776;Private Entity;
Green Bond;2021;137116531;Private Entity;
Green Bond;2021;29522758;Private Entity;
Green Bond;2021;27152368;Private Entity;
Green Bond;2021;137116531;Supranational Institution;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;96323206;Private Entity;
Green Bond;2021;91411021;Government;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;444614;Private Entity;
Green Bond;2021;61922061;Private Entity;
Green Bond;2021;699594235;Private Entity;
Green Bond;2021;699594235;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;15235000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;154905000;Private Entity;
Green Bond;2021;68604045;Private Entity;
Green Bond;2021;68604045;Private Entity;
Green Bond;2021;8500000;Private Entity;
Green Bond;2021;48161603;Private Entity;
Green Bond;2021;71239699;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;329887838;Private Entity;
Green Bond;2021;19807778;Private Entity;
Green Bond;2021;73838050;Private Entity;
Green Bond;2021;30981000;Private Entity;
Green Bond;2021;50000000;Private Entity;
Green Bond;2021;53415474;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;20640687;Private Entity;
Green Bond;2021;75671922;Private Entity;
Green Bond;2021;48161603;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;2800000;Private Entity;
Green Bond;2021;575000000;Private Entity;
Green Bond;2021;575000000;Private Entity;
Green Bond;2021;1126888;Private Entity;
Green Bond;2021;34401145;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;70597900;Private Entity;
Green Bond;2021;372270000;Private Entity;
Green Bond;2021;361445000;Private Entity;
Green Bond;2021;1290875000;Private Entity;
Green Bond;2021;137208090;Private Entity;
Green Bond;2021;41162427;Private Entity;
Green Bond;2021;63987714;Government;
Green Bond;2021;80000000;Private Entity;
Green Bond;2021;310225000;Private Entity;
Green Bond;2021;54846612;Private Entity;
Green Bond;2021;44512895;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;27441618;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;109766472;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;36564408;Private Entity;
Green Bond;2021;9000000;Private Entity;
Green Bond;2021;575000000;Private Entity;
Green Bond;2021;2446164;Private Entity;
Green Bond;2021;20640687;Private Entity;
Green Bond;2021;45705510;Private Entity;
Green Bond;2021;6860404;Private Entity;
Green Bond;2021;1500000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;372270000;Private Entity;
Green Bond;2021;372270000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;274416180;Private Entity;
Green Bond;2021;145868281;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;48161603;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;51778752;Private Entity;
Green Bond;2021;5634438;Private Entity;
Green Bond;2021;68558265;Private Entity;
Green Bond;2021;22852755;Private Entity;
Green Bond;2021;129087500;Private Entity;
Green Bond;2021;150000000;Private Entity;
Green Bond;2021;51635000;Private Entity;
Green Bond;2021;721682965;Government;
Green Bond;2021;2065400000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;37233000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;80123212;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;56937252;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;668266;Private Entity;
Green Bond;2021;550000000;Private Entity;
Green Bond;2021;550000000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;133538686;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;67231964;Private Entity;
Green Bond;2021;361445000;Private Entity;
Green Bond;2021;250721538;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;400000000;Private Entity;
Green Bond;2021;1500000000;Private Entity;
Green Bond;2021;400000000;Private Entity;
Green Bond;2021;71220633;Private Entity;
Green Bond;2021;141500000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;5163500;Private Entity;
Green Bond;2021;159035800;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;36564408;Private Entity;
Green Bond;2021;100552123;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;132100396;Private Entity;
Green Bond;2021;30000000;Private Entity;
Green Bond;2021;344405450;Private Entity;
Green Bond;2021;470325000;Private Entity;
Green Bond;2021;192091326;Private Entity;
Green Bond;2021;94420078;Private Entity;
Green Bond;2021;274906532;Private Entity;
Green Bond;2021;68604045;Private Entity;
Green Bond;2021;774525000;Private Entity;
Green Bond;2021;464715000;Private Entity;
Green Bond;2021;464715000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;41281374;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;585000000;Private Entity;
Green Bond;2021;585000000;Private Entity;
Green Bond;2021;68604045;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;68896621;Private Entity;
Green Bond;2021;68604045;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;84900000;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;10327000;Private Entity;
Green Bond;2021;109766472;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;20654000;Private Entity;
Green Bond;2021;3098100;Private Entity;
Green Bond;2021;123487281;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;132100396;Private Entity;
Green Bond;2021;6788092;Private Entity;
Green Bond;2021;516350000;Government;
Green Bond;2021;109766472;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;54883236;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;68604045;Private Entity;
Green Bond;2021;103329654;Private Entity;
Green Bond;2021;123487281;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;349797118;Private Entity;
Green Bond;2021;137208090;Private Entity;
Green Bond;2021;877795000;Private Entity;
Green Bond;2021;464715000;Private Entity;
Green Bond;2021;600000000;Private Entity;
Green Bond;2021;600000000;Private Entity;
Green Bond;2021;464715000;Private Entity;
Green Bond;2021;96045663;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;27520916;Private Entity;
Green Bond;2021;60479437;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;137116531;Private Entity;
Green Bond;2021;29524653;Private Entity;
Green Bond;2021;142951397;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;258175000;Private Entity;
Green Bond;2021;54981306;Private Entity;
Green Bond;2021;60479437;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;2065400;Private Entity;
Green Bond;2021;192091326;Private Entity;
Green Bond;2021;1032700000;Government;
Green Bond;2021;1032700000;Government;
Green Bond;2021;50000000;Private Entity;
Green Bond;2021;39630119;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;1290875000;Private Entity;
Green Bond;2021;103818442;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;82324854;Private Entity;
Green Bond;2021;13720809;Private Entity;
Green Bond;2021;6204500;Private Entity;
Green Bond;2021;25836233;Private Entity;
Green Bond;2021;33204358;Private Entity;
Green Bond;2021;68604045;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;73811633;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;314817406;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;825000000;Private Entity;
Green Bond;2021;825000000;Private Entity;
Green Bond;2021;744540000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;194931774;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;125420000;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;774525000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;460000000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;400000000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;123924000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;992720000;Private Entity;
Green Bond;2021;233253753;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;877795000;Private Entity;
Green Bond;2021;33025099;Private Entity;
Green Bond;2021;53320645;Private Entity;
Green Bond;2021;91929420;Private Entity;
Green Bond;2021;59192163;Private Entity;
Green Bond;2021;241917748;Government;
Green Bond;2021;51672465;Private Entity;
Green Bond;2021;63115721;Private Entity;
Green Bond;2021;20000000;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;349797118;Private Entity;
Green Bond;2021;28172188;Private Entity;
Green Bond;2021;2500000;Private Entity;
Green Bond;2021;635111;Private Entity;
Green Bond;2021;514085;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;182822041;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;1577643;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;180853629;Private Entity;
Green Bond;2021;2446164;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;296899054;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;700000000;Private Entity;
Green Bond;2021;700000000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;5634438;Private Entity;
Green Bond;2021;457055103;Private Entity;
Green Bond;2021;26609179;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;567985000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;151343844;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;413080000;Private Entity;
Green Bond;2021;4130800000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;594655100;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;375000000;Private Entity;
Green Bond;2021;375000000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;10327000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;618587300;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;750000000;Private Entity;
Green Bond;2021;750000000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;19377175;Private Entity;
Green Bond;2021;3875435;Private Entity;
Green Bond;2021;1937717;Private Entity;
Green Bond;2021;645906;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;12425952;Private Entity;
Green Bond;2021;1050000000;Private Entity;
Green Bond;2021;1050000000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;671255000;Private Entity;
Green Bond;2021;671255000;Private Entity;
Green Bond;2021;77452500;Private Entity;
Green Bond;2021;169149002;Private Entity;
Green Bond;2021;31864687;Private Entity;
Green Bond;2021;43060388;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;109962613;Private Entity;
Green Bond;2021;6605020;Private Entity;
Green Bond;2021;219925225;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;774525000;Private Entity;
Green Bond;2021;3847768294;Government;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;13779324;Private Entity;
Green Bond;2021;309810000;Private Entity;
Green Bond;2021;45705510;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;54000000;Private Entity;
Green Bond;2021;109962613;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;188130000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;411624269;Private Entity;
Green Bond;2021;89025791;Private Entity;
Green Bond;2021;100000000;Private Entity;
Green Bond;2021;2253775;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;25836233;Private Entity;
Green Bond;2021;645437500;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;2446164;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;20654000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;5634438;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;258175000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;219925225;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;400000000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;52139074;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;111282238;Private Entity;
Green Bond;2021;87794000;Private Entity;
Green Bond;2021;3098100;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;197192127;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;1549050000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;109962613;Private Entity;
Green Bond;2021;20619513;Private Entity;
Green Bond;2021;51635000;Private Entity;
Green Bond;2021;9907530;Private Entity;
Green Bond;2021;97928370;Private Entity;
Green Bond;2021;77508698;Private Entity;
Green Bond;2021;996890000;Private Entity;
Green Bond;2021;671255000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;132100396;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;1549050000;Private Entity;
Green Bond;2021;41281374;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;123844122;Private Entity;
Green Bond;2021;48161603;Private Entity;
Green Bond;2021;175588000;Private Entity;
Green Bond;2021;81523000;Private Entity;
Green Bond;2021;51635000;Private Entity;
Green Bond;2021;450000000;Private Entity;
Green Bond;2021;1000000000;Government;
Green Bond;2021;1000000000;Government;
Green Bond;2021;17805158;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;219925225;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;57700920;Private Entity;
Green Bond;2021;925000000;Private Entity;
Green Bond;2021;925000000;Private Entity;
Green Bond;2021;25817500;Private Entity;
Green Bond;2021;13210040;Private Entity;
Green Bond;2021;109962613;Private Entity;
Green Bond;2021;55041832;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;2771497;Private Entity;
Green Bond;2021;1194899;Private Entity;
Green Bond;2021;300000000;Private Entity;
Green Bond;2021;164943919;Private Entity;
Green Bond;2021;2253775;Private Entity;
Green Bond;2021;15000000;Private Entity;
Green Bond;2021;309810000;Government;
Green Bond;2021;611344;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;137453266;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;30000000;Private Entity;
Green Bond;2021;50514070;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;12764172;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;140316861;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;100120658;Private Entity;
Green Bond;2021;774525000;Private Entity;
Green Bond;2021;1156176371;Government;
Green Bond;2021;1156176371;Government;
Green Bond;2021;1156176371;Government;
Green Bond;2021;36144500;Private Entity;
Green Bond;2021;54883236;Private Entity;
Green Bond;2021;188130000;Private Entity;
Green Bond;2021;425000000;Private Entity;
Green Bond;2021;2441028;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;137208090;Private Entity;
Green Bond;2021;34401145;Private Entity;
Green Bond;2021;26420079;Private Entity;
Green Bond;2021;132100396;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;63961988;Private Entity;
Green Bond;2021;70000000;Private Entity;
Green Bond;2021;13210040;Private Entity;
Green Bond;2021;21136063;Private Entity;
Green Bond;2021;36564408;Government;
Green Bond;2021;275209159;Private Entity;
Green Bond;2021;137208090;Private Entity;
Green Bond;2021;41239027;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;5634438;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;1500000000;Private Entity;
Green Bond;2021;262347838;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;25257035;Private Entity;
Green Bond;2021;707000000;Private Entity;
Green Bond;2021;707000000;Private Entity;
Green Bond;2021;100000000;Private Entity;
Green Bond;2021;13210040;Private Entity;
Green Bond;2021;99075297;Private Entity;
Green Bond;2021;110083664;Private Entity;
Green Bond;2021;90000000;Private Entity;
Green Bond;2021;89025791;Private Entity;
Green Bond;2021;53415474;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;349797118;Government;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;46235139;Private Entity;
Green Bond;2021;310225000;Private Entity;
Green Bond;2021;350000000;Private Entity;
Green Bond;2021;26707737;Private Entity;
Green Bond;2021;25507690;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;221500295;Private Entity;
Green Bond;2021;133538686;Private Entity;
Green Bond;2021;295333727;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;20640687;Private Entity;
Green Bond;2021;100000000;Supranational Institution;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;9873061;Government;
Green Bond;2021;8447486;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;619620000;Government;
Green Bond;2021;27412281;Private Entity;
Green Bond;2021;56142668;Private Entity;
Green Bond;2021;50000000;Private Entity;
Green Bond;2021;96045663;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;19815059;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;258175000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;19815059;Private Entity;
Green Bond;2021;14031686;Private Entity;
Green Bond;2021;550000000;Private Entity;
Green Bond;2021;279837694;Private Entity;
Green Bond;2021;837607500;Private Entity;
Green Bond;2021;837607500;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;1400000000;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;1400000000;Private Entity;
Green Bond;2021;58677960;Private Entity;
Green Bond;2021;12756078;Private Entity;
Green Bond;2021;300000000;Private Entity;
Green Bond;2021;100000000;Private Entity;
Green Bond;2021;219925225;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;68802290;Private Entity;
Green Bond;2021;96045663;Private Entity;
Green Bond;2021;16838023;Private Entity;
Green Bond;2021;170931449;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;20640687;Private Entity;
Green Bond;2021;6836474;Private Entity;
Green Bond;2021;11889036;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;13210040;Private Entity;
Green Bond;2021;496360000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;48134932;Private Entity;
Green Bond;2021;9294300000;Government;
Green Bond;2021;400000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;8586526;Private Entity;
Green Bond;2021;230166571;Private Entity;
Green Bond;2021;51635000;Private Entity;
Green Bond;2021;400000000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;137208090;Private Entity;
Green Bond;2021;122822000;Supranational Institution;
Green Bond;2021;118098612;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;60284543;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;258417011;Government;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;4130800000;Private Entity;
Green Bond;2021;109962613;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;300000000;Private Entity;
Green Bond;2021;6605020;Private Entity;
Green Bond;2021;6506010;Private Entity;
Green Bond;2021;44512895;Private Entity;
Green Bond;2021;2065400;Private Entity;
Green Bond;2021;660501982;Private Entity;
Green Bond;2021;64545756;Private Entity;
Green Bond;2021;2000000000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;3826823;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;164943919;Private Entity;
Green Bond;2021;186135000;Private Entity;
Green Bond;2021;10000000;Private Entity;
Green Bond;2021;567468650;Private Entity;
Green Bond;2021;137208090;Private Entity;
Green Bond;2021;42642800;Supranational Institution;
Green Bond;2021;4647150;Private Entity;
Green Bond;2021;100000000;Private Entity;
Green Bond;2021;350000000;Private Entity;
Green Bond;2021;350000000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;34448310;Private Entity;
Green Bond;2021;115200834;Private Entity;
Green Bond;2021;10000000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;75682519;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;164943919;Private Entity;
Green Bond;2021;12807103;Private Entity;
Green Bond;2021;2065400;Private Entity;
Green Bond;2021;71944281;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;6605020;Private Entity;
Green Bond;2021;23117569;Private Entity;
Green Bond;2021;8777950;Private Entity;
Green Bond;2021;9907530;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;31355000;Supranational Institution;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;156775000;Private Entity;
Green Bond;2021;10760734;Private Entity;
Green Bond;2021;124003543;Private Entity;
Green Bond;2021;178885953;Private Entity;
Green Bond;2021;25759577;Private Entity;
Green Bond;2021;1000000;Private Entity;
Green Bond;2021;516350000;Government;
Green Bond;2021;434315000;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;51635000;Private Entity;
Green Bond;2021;9907530;Private Entity;
Green Bond;2021;41308000;Private Entity;
Green Bond;2021;1000000000;Government;
Green Bond;2021;1807225000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;18072250;Private Entity;
Green Bond;2021;13210040;Private Entity;
Green Bond;2021;7926024;Private Entity;
Green Bond;2021;9907530;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;72655218;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;78416039;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;33025099;Private Entity;
Green Bond;2021;60916179;Private Entity;
Green Bond;2021;206689862;Private Entity;
Green Bond;2021;450000000;Private Entity;
Green Bond;2021;6528000;Private Entity;
Green Bond;2021;17400000;Private Entity;
Green Bond;2021;104939135;Government;
Green Bond;2021;219925225;Private Entity;
Green Bond;2021;50000000;Private Entity;
Green Bond;2021;66050198;Private Entity;
Green Bond;2021;33025099;Private Entity;
Green Bond;2021;2982438;Private Entity;
Green Bond;2021;137208090;Private Entity;
Green Bond;2021;54796064;Private Entity;
Green Bond;2021;1342510;Private Entity;
Green Bond;2021;1342510;Private Entity;
Green Bond;2021;125000000;Private Entity;
Green Bond;2021;500000000;Private Entity;
Green Bond;2021;350000000;Private Entity;
Green Bond;2021;350000000;Private Entity;
Green Bond;2021;700000000;Private Entity;
Green Bond;2021;600000000;Private Entity;
Green Bond;2021;600000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;600000000;Private Entity;
Green Bond;2021;350000000;Private Entity;
Green Bond;2021;258175000;Private Entity;
Green Bond;2021;349797118;Private Entity;
Green Bond;2021;2500000000;Private Entity;
Green Bond;2021;1985398600;Private Entity;
Green Bond;2021;2253775;Private Entity;
Green Bond;2021;525000000;Private Entity;
Green Bond;2021;850000000;Private Entity;
Green Bond;2021;1000000000;Private Entity;
Green Bond;2021;5634438;Private Entity;
Green Bond;2021;900000000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;10327000;Private Entity;
Green Bond;2021;671255000;Private Entity;
Green Bond;2021;671255000;Private Entity;
Green Bond;2021;774525000;Private Entity;
Green Bond;2021;12542000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;51836827;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;103270000;Private Entity;
Green Bond;2021;44512895;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;2253775;Private Entity;
Green Bond;2021;1032700000;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;24784800;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;56620403;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;12005236;Private Entity;
Green Bond;2021;12918116;Private Entity;
Green Bond;2021;5634438;Private Entity;
Green Bond;2021;109962613;Private Entity;
Green Bond;2021;619620000;Private Entity;
Green Bond;2021;403900000;Private Entity;
Green Bond;2021;403900000;Private Entity;
Green Bond;2021;516350000;Private Entity;
Green Bond;2021;434315000;Private Entity;
Green Bond;2021;45361099500;Government;
